City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
347,Boueni,YT,-12.9025,45.0761,80.58,78,5,5.61,clear sky
348,Zaporizhzhya,UA,47.8167,35.1833,48.31,78,23,10.18,few clouds
349,Sokoto,NG,13.0609,5.239,83.39,17,8,10.4,clear sky
350,Hervey Bay,AU,-25.2986,152.8535,72.27,74,74,12.8,broken clouds
351,Halifax,CA,44.6453,-63.5724,49.44,84,89,8.05,light rain
352,Namatanai,PG,-3.6667,152.4333,80.29,80,78,10.51,light rain
353,Cookeville,US,36.1628,-85.5016,31.71,69,100,5.75,overcast clouds
354,Morwell,AU,-38.2333,146.4,52.63,97,97,6.98,overcast clouds
355,Paamiut,GL,61.994,-49.6678,32.02,78,88,16.33,overcast clouds
356,Mitu,CO,1.1983,-70.1733,84.56,74,88,3.11,overcast clouds
357,Yulara,AU,-25.2406,130.9889,61.86,53,0,17.76,clear sky
358,Avera,US,33.194,-82.5271,54.91,38,68,9.4,broken clouds
359,Matamoros,MX,25.5333,-103.25,64.51,36,0,4.61,clear sky
360,Baykit,RU,61.67,96.37,3.04,95,100,7.83,light snow
361,Myaundzha,RU,63.0494,147.1858,-27.78,100,86,2.33,overcast clouds
362,Esmeraldas,BR,-19.7625,-44.3139,93.31,46,99,8.39,overcast clouds
363,Bubaque,GW,11.2833,-15.8333,83.21,61,34,9.1,scattered clouds
364,General Roca,AR,-39.0333,-67.5833,74.62,28,60,22.17,broken clouds
365,Praia Da Vitoria,PT,38.7333,-27.0667,62.85,77,40,10.56,scattered clouds
366,Pacific Grove,US,36.6177,-121.9166,58.55,61,0,5.99,clear sky
367,Montbrison,FR,45.6667,4.0833,50.34,69,100,3.4,overcast clouds
368,Riohacha,CO,11.5444,-72.9072,77.65,86,98,7.23,overcast clouds
369,Mangrol,IN,21.1167,70.1167,78.57,60,5,3.56,clear sky
370,Waingapu,ID,-9.6567,120.2641,80.62,85,100,2.57,overcast clouds
371,Ayan,RU,56.45,138.1667,21.83,53,3,5.32,clear sky
372,Casper,US,42.8666,-106.3131,34.39,37,0,11.5,clear sky
373,Jardim,BR,-21.4803,-56.1381,90.77,43,28,11.74,scattered clouds
374,Hovd,MN,48.0056,91.6419,27.99,45,100,5.64,overcast clouds
375,Umea,SE,63.8284,20.2597,28.33,100,12,1.14,fog
376,Quatre Cocos,MU,-20.2078,57.7625,72.09,70,7,5.03,clear sky
377,Killybegs,IE,54.6333,-8.45,53.31,91,100,5.93,light rain
378,Putai,FR,46.6579,1.9863,51.19,74,83,2.8,broken clouds
379,Macheng,CN,31.1783,115.0319,49.26,77,99,8.1,overcast clouds
380,Kabinda,CD,-6.1333,24.4833,68.34,94,80,2.66,moderate rain
381,Bandarbeyla,SO,9.4942,50.8122,79.47,73,2,16.33,clear sky
382,Curvelo,BR,-18.7564,-44.4308,90.34,33,62,3.18,broken clouds
383,Alofi,NU,-19.0595,-169.9187,75.09,88,95,5.75,overcast clouds
384,Buraydah,SA,26.326,43.975,75.65,35,0,11.5,clear sky
385,Qasigiannguit,GL,68.8193,-51.1922,26.85,86,100,3.18,overcast clouds
386,Borogontsy,RU,62.6683,131.1683,-25.4,100,48,2.93,scattered clouds
387,Mehamn,NO,71.0357,27.8492,35.55,87,40,10.36,scattered clouds
388,Verkhnevilyuysk,RU,63.4453,120.3167,-22.47,98,33,5.64,scattered clouds
389,Port Blair,IN,11.6667,92.75,79.48,82,82,9.26,broken clouds
390,Tautira,PF,-17.7333,-149.15,75.49,81,100,4.21,overcast clouds
391,Ostrovnoy,RU,68.0531,39.5131,35.15,63,100,17.9,light snow
392,Pucallpa,PE,-8.3791,-74.5539,93.24,55,75,9.22,broken clouds
393,Magalia,US,39.8121,-121.5783,44.15,43,38,3.58,scattered clouds
394,Moussoro,TD,13.6408,16.4901,84.07,18,53,11.34,broken clouds
395,Augusto Correa,BR,-1.0217,-46.635,86.56,62,40,8.55,scattered clouds
396,Saint-Joseph,RE,-21.3667,55.6167,70.18,84,60,13.62,light rain
397,Paris,FR,48.8534,2.3488,51.58,96,0,9.22,fog
398,Ugep,NG,5.8086,8.0812,79.95,71,53,4.16,broken clouds
399,Bulgan,MN,48.8125,103.5347,16.99,72,63,5.44,broken clouds
400,Klaksvik,FO,62.2266,-6.589,49.12,94,95,13.85,overcast clouds
401,Fortuna,US,40.5982,-124.1573,51.93,90,0,5.75,clear sky
402,Sundumbili,ZA,-29.1337,31.3975,67.15,86,100,13.13,light rain
403,Brae,GB,60.3964,-1.353,52.93,92,47,17.63,scattered clouds
404,Atar,MR,20.5169,-13.0499,96.85,11,0,4.61,clear sky
405,Pangnirtung,CA,66.1451,-65.7125,14.0,67,75,4.61,broken clouds
406,Imbituba,BR,-28.24,-48.6703,75.0,77,89,20.74,light rain
407,Najran,SA,17.4924,44.1277,70.45,32,0,4.23,clear sky
408,Kleive,NO,62.7954,7.6359,48.52,87,75,2.3,broken clouds
409,Okha,RU,53.5739,142.9478,13.55,86,27,5.93,scattered clouds
410,Plastun,RU,44.7561,136.2939,24.03,84,5,7.27,clear sky
411,Paramonga,PE,-10.6667,-77.8333,69.19,71,86,10.96,overcast clouds
412,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,90.43,28,2,7.99,clear sky
413,Coahuayana,MX,18.7333,-103.6833,86.07,56,65,4.43,broken clouds
414,Rawson,AR,-43.3002,-65.1023,71.46,38,100,12.41,overcast clouds
415,Bathsheba,BB,13.2167,-59.5167,86.61,70,40,18.41,scattered clouds
416,Mbini,GQ,1.574,9.6134,78.51,85,57,5.26,light rain
417,Vilyuysk,RU,63.7553,121.6247,-23.17,98,55,5.88,broken clouds
418,Kandrian,PG,-6.2167,149.55,77.2,86,78,3.76,broken clouds
419,Busayra,JO,30.7376,35.6078,61.48,61,3,2.21,clear sky
420,Hami,CN,42.8,93.45,34.25,46,1,3.91,clear sky
421,Kaeo,NZ,-35.1,173.7833,54.43,91,19,5.1,few clouds
422,Kodinsk,RU,58.6881,99.1844,26.58,97,100,3.29,light snow
423,Havelock,US,34.8791,-76.9013,60.98,73,100,13.8,overcast clouds
424,Timra,SE,62.487,17.3257,31.68,100,80,2.3,broken clouds
425,Itarema,BR,-2.9248,-39.9167,85.21,66,20,18.84,few clouds
426,Sallama,IL,32.8944,35.3693,72.39,48,10,1.01,clear sky
427,Kalmunai,LK,7.4167,81.8167,76.87,86,100,3.53,overcast clouds
428,Inhambane,MZ,-23.865,35.3833,79.14,82,71,8.5,broken clouds
429,Kamaishi,JP,39.2667,141.8833,48.49,78,26,13.0,scattered clouds
430,Nishihara,JP,26.1842,127.7558,72.68,78,75,18.41,broken clouds
431,Chirongui,YT,-12.9319,45.1483,80.53,78,6,5.28,clear sky
432,Hamilton,US,39.1834,-84.5333,38.32,72,100,9.22,overcast clouds
433,Obidos,BR,-1.9175,-55.5181,96.3,37,40,8.23,scattered clouds
434,Broken Hill,AU,-31.95,141.4333,55.06,70,2,20.47,clear sky
435,Sinnamary,GF,5.3833,-52.95,79.45,84,97,10.49,overcast clouds
436,Ullapool,GB,57.8987,-5.1604,51.19,88,96,8.61,overcast clouds
437,Ancud,CL,-41.8697,-73.8203,55.65,79,56,15.93,broken clouds
438,Matagami,CA,49.7502,-77.6328,23.11,80,100,5.75,overcast clouds
439,San Jeronimo,PE,-11.9472,-75.2829,69.03,21,13,3.98,few clouds
440,Coihaique,CL,-45.5752,-72.0662,65.01,48,40,11.5,scattered clouds
441,Muros,ES,42.7762,-9.0603,60.84,91,98,14.56,light rain
442,Tommot,RU,58.9564,126.2925,21.11,91,100,8.08,light snow
443,Henties Bay,NA,-22.116,14.2845,60.35,86,0,10.36,clear sky
444,Vaitape,PF,-16.5167,-151.75,73.94,79,100,4.14,overcast clouds
445,Grudziadz,PL,53.4841,18.7537,52.83,93,100,4.79,overcast clouds
446,Bosaso,SO,11.2842,49.1816,78.62,68,5,4.27,clear sky
447,Nancha,CN,47.1333,129.2667,21.76,48,68,1.63,broken clouds
448,Yarmouth,US,41.7057,-70.2286,55.96,97,100,10.0,light rain
449,Viedma,AR,-40.8135,-62.9967,69.49,48,100,4.45,overcast clouds
450,Callaguip,PH,18.0714,120.4867,80.62,78,40,6.91,scattered clouds
451,Borisovka,RU,50.6236,35.9903,44.74,65,27,16.33,scattered clouds
452,Pumiao,CN,22.75,108.4833,70.2,81,3,4.92,clear sky
453,Ahuimanu,US,21.4447,-157.8378,77.36,84,75,4.61,broken clouds
454,Cockburn Town,TC,21.4612,-71.1419,82.36,69,40,9.22,scattered clouds
455,Mackay,AU,-21.15,149.2,67.68,74,32,7.16,scattered clouds
456,San Angelo,US,31.4638,-100.437,54.95,35,0,8.99,clear sky
457,Okato,NZ,-39.2,173.8833,53.91,100,18,1.05,few clouds
458,Kavaratti,IN,10.5669,72.642,80.26,77,100,1.72,overcast clouds
459,Lamu,KE,-2.2717,40.902,79.02,83,93,9.33,overcast clouds
460,Chandbali,IN,20.7833,86.7667,68.74,57,3,5.14,clear sky
461,Tarija,BO,-21.5355,-64.7296,82.31,36,20,17.27,few clouds
462,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,71,100,6.76,overcast clouds
463,Darovskoy,RU,58.77,47.9564,32.45,90,100,16.24,overcast clouds
464,Ballitoville,ZA,-29.539,31.2144,70.25,64,0,12.66,light rain
465,Bousso,TD,10.4795,16.7117,84.16,25,21,3.91,few clouds
466,Bilibino,RU,68.0546,166.4372,-18.17,100,91,3.83,overcast clouds
467,Hasaki,JP,35.7333,140.8333,58.21,65,41,24.34,scattered clouds
468,Yenagoa,NG,4.9247,6.2642,77.83,89,98,5.95,overcast clouds
469,Yemtsa,RU,63.0734,40.3329,27.21,74,59,9.73,broken clouds
470,Porbandar,IN,21.6422,69.6093,73.38,73,1,3.44,clear sky
471,Wum,CM,6.3833,10.0667,69.69,75,63,0.63,broken clouds
472,Enshi,CN,30.3,109.4833,50.99,95,100,2.08,overcast clouds
473,Port Hedland,AU,-20.3167,118.5667,69.85,88,0,0.0,clear sky
474,Sistranda,NO,63.7256,8.834,44.56,76,100,10.13,overcast clouds
475,Svetlogorsk,BY,52.6333,29.7333,44.06,74,66,7.94,broken clouds
476,Grimmen,DE,54.1121,13.0405,50.99,95,94,8.05,overcast clouds
477,Dwarka,IN,22.2394,68.9678,79.05,58,2,8.75,clear sky
478,Nyzhni Sirohozy,UA,46.8484,34.3804,45.75,88,14,8.32,few clouds
479,Pazaric,BA,43.7886,18.1608,44.82,87,75,3.44,broken clouds
480,Ewo,CG,-0.8725,14.8206,74.97,86,48,2.46,light rain
481,Muhoroni,KE,-0.1541,35.1988,64.24,94,100,2.35,light rain
482,Gryazovets,RU,58.88,40.2525,32.7,72,100,17.43,overcast clouds
483,Bada,RU,51.392,109.8717,11.68,90,17,2.77,few clouds
484,Baoqing,CN,46.3317,132.2111,22.12,47,6,3.85,clear sky
485,Concordia,AR,-31.393,-58.0209,71.78,88,100,2.3,thunderstorm with rain
486,Nioro,GM,13.35,-15.75,87.66,33,61,4.14,broken clouds
487,Blackburn,GB,53.75,-2.4833,53.04,95,0,7.47,clear sky
488,Taoudenni,ML,22.6783,-3.9836,83.16,13,56,12.06,broken clouds
489,Smithers,CA,54.7804,-127.1743,23.32,80,75,3.44,broken clouds
490,Energetik,RU,51.7445,58.7934,37.17,97,100,18.75,light rain
491,Charters Towers,AU,-20.1,146.2667,69.94,79,62,7.7,broken clouds
492,Barmer,IN,25.75,71.3833,72.91,26,0,6.15,clear sky
493,Kohat,PK,33.582,71.4493,57.27,77,100,9.42,light rain
494,Asilah,MA,35.465,-6.0348,66.16,78,36,2.06,scattered clouds
495,Juan Lacaze,UY,-34.4342,-57.4381,79.12,77,100,15.21,heavy intensity rain
496,Bafoulabe,ML,13.8065,-10.8321,89.46,20,100,3.69,overcast clouds
497,Opuwo,NA,-18.0607,13.84,76.08,12,33,10.02,scattered clouds
498,Zapolyarnyy,RU,69.4154,30.8136,22.28,98,48,4.81,scattered clouds
499,Ravar,IR,31.2656,56.8055,54.46,59,19,1.86,few clouds
500,Cape Canaveral,US,28.4058,-80.6048,84.07,77,20,3.44,few clouds
501,Rincon,US,32.296,-81.2354,61.86,50,40,12.66,scattered clouds
502,Corigliano Calabro,IT,39.595,16.5177,57.09,91,95,2.44,overcast clouds
503,Meulaboh,ID,4.1363,96.1285,74.01,95,100,4.03,light rain
504,Mahon,ES,39.8885,4.2658,61.36,94,20,4.61,few clouds
505,Zhigansk,RU,66.7697,123.3711,-9.53,97,100,7.81,overcast clouds
506,Jeremie,HT,18.65,-74.1167,82.54,75,70,5.44,broken clouds
507,Naryan-Mar,RU,67.6713,53.087,20.57,87,89,17.63,overcast clouds
508,Scarborough,GB,54.2797,-0.4044,52.66,93,96,3.0,overcast clouds
509,Baltay,RU,52.4652,46.6308,38.53,86,91,20.87,overcast clouds
510,Charlestown,AU,-32.95,151.6667,71.08,95,97,1.01,overcast clouds
511,Vardo,NO,70.3705,31.1107,30.18,80,0,10.36,clear sky
512,Namibe,AO,-15.1961,12.1522,68.95,69,8,9.82,clear sky
513,Ampanihy,MG,-24.7,44.75,73.36,74,5,7.78,clear sky
514,Canakkale,TR,40.0833,26.8333,52.38,91,11,7.0,few clouds
515,Portoferraio,IT,42.8115,10.3146,62.1,87,100,6.91,overcast clouds
516,Saint-Pierre,RE,-21.3393,55.4781,72.91,94,100,18.41,mist
517,Cuenca,EC,-2.8833,-78.9833,77.13,18,20,16.11,few clouds
518,Camocim,BR,-2.9022,-40.8411,85.84,65,13,17.81,few clouds
519,Namwala,ZM,-15.7504,26.4384,72.16,75,73,1.25,light rain
520,Qandala,SO,11.472,49.8728,78.44,69,4,6.38,clear sky
521,Manggar,ID,-2.8833,108.2667,78.42,86,99,5.86,overcast clouds
522,Chudovo,RU,59.1167,31.6833,40.93,77,100,8.61,overcast clouds
523,Mucurapo,TT,10.6667,-61.5333,87.26,78,90,7.92,overcast clouds
524,Straumen,NO,63.8709,11.2999,37.4,78,96,2.75,overcast clouds
525,Champaign,US,40.1334,-88.2001,37.09,56,100,6.91,overcast clouds
526,Kudahuvadhoo,MV,2.6708,72.8944,80.26,80,93,12.64,light rain
527,Marrakesh,MA,31.6315,-8.0083,80.67,19,40,2.3,scattered clouds
528,Hohhot,CN,40.8106,111.6522,21.49,93,0,2.24,clear sky
529,Dongsheng,CN,39.8161,109.9776,30.67,48,84,12.46,broken clouds
530,Manzhouli,CN,49.6,117.4333,8.6,94,13,4.41,few clouds
531,Snihurivka,UA,47.0758,32.8052,45.77,87,10,7.78,clear sky
532,Douentza,ML,14.9951,-2.9517,91.09,22,27,6.98,scattered clouds
533,Fort-Shevchenko,KZ,44.5086,50.263,50.25,83,100,29.15,light rain
534,Butte,US,39.6499,-121.5677,50.02,53,0,9.22,clear sky
535,Kastamonu,TR,41.5,33.6667,42.4,83,6,1.83,clear sky
536,Cairns,AU,-16.9167,145.7667,73.35,90,33,10.36,scattered clouds
537,Miri,MY,4.4148,114.0089,77.14,94,40,4.61,scattered clouds
538,Cabra,ES,37.4725,-4.4421,61.66,55,9,1.72,clear sky
539,Abalak,RU,58.1286,68.5944,30.76,97,100,10.83,light snow
540,La Palma,US,33.8464,-118.0467,65.91,54,20,4.0,few clouds
541,Morros,BR,-9.4467,-46.3003,91.06,38,63,2.8,broken clouds
542,Soe,ID,-9.8607,124.284,68.23,91,100,2.86,overcast clouds
543,Smalininkai,LT,55.0735,22.5793,46.17,89,65,2.82,broken clouds
544,Kabin Buri,TH,13.9511,101.7177,75.04,90,53,3.69,light rain
545,Rabo De Peixe,PT,37.8,-25.5833,63.28,96,40,10.36,scattered clouds
546,Hualmay,PE,-11.0964,-77.6139,68.65,71,87,10.18,overcast clouds
547,Poltava,UA,49.5937,34.5407,45.36,74,46,12.3,scattered clouds
548,Kattivakkam,IN,13.2167,80.3167,75.29,81,100,4.68,overcast clouds
549,Udachnyy,RU,66.4167,112.4,-26.55,67,99,5.12,overcast clouds
550,Hoquiam,US,46.9809,-123.8893,43.84,91,20,6.91,few clouds
551,Abbeville,FR,50.1,1.8333,51.76,61,62,7.36,broken clouds
552,Itoman,JP,26.1247,127.6694,73.42,78,75,18.41,broken clouds
553,Hofn,IS,64.2539,-15.2082,45.48,91,100,18.16,overcast clouds
554,Tucupita,VE,9.0622,-62.051,82.45,81,66,4.21,broken clouds
555,Dzerzhinsk,RU,56.2389,43.4631,37.22,87,75,17.9,light rain
556,Roccastrada,IT,43.0099,11.1665,56.89,74,62,1.88,broken clouds
557,Manadhoo,MV,5.7667,73.3833,81.52,75,73,8.95,broken clouds
558,Griffith,US,41.5284,-87.4237,37.06,50,75,14.97,broken clouds
559,Aksay,RU,47.26,39.87,50.25,67,24,17.0,few clouds
560,Arlit,NE,18.7369,7.3853,79.57,13,9,13.69,clear sky
561,Bauchi,NG,10.5,10.0,77.02,28,96,5.55,overcast clouds
562,Bad Kreuznach,DE,49.8333,7.8667,49.96,83,3,3.78,clear sky
563,Sambava,MG,-14.2667,50.1667,75.18,82,29,7.43,light rain
564,Hay River,CA,60.8156,-115.7999,26.58,74,20,11.5,few clouds
565,Okhotsk,RU,59.3833,143.3,6.73,80,92,8.81,overcast clouds
566,Vestmanna,FO,62.1564,-7.1664,47.32,93,20,13.8,few clouds
567,Carutapera,BR,-1.195,-46.02,85.77,62,58,9.53,broken clouds
568,Iskateley,RU,67.6803,53.1512,20.62,86,91,17.9,overcast clouds
569,Ilabaya,PE,-17.4208,-70.5133,77.74,31,0,11.7,clear sky
570,Ierapetra,GR,35.01,25.7353,64.15,63,1,8.01,clear sky
571,Quelimane,MZ,-17.8786,36.8883,80.55,83,0,8.05,clear sky
572,Emba,KZ,48.8264,58.1442,41.76,85,100,20.15,light rain
573,Loding,NO,67.3,14.75,46.65,92,75,17.27,light intensity shower rain
574,Camacha,PT,33.0833,-16.3333,67.42,73,20,5.75,few clouds
575,Ridgecrest,US,35.6225,-117.6709,56.01,29,0,8.05,clear sky
576,Chumikan,RU,54.7183,135.315,14.83,83,7,20.24,clear sky
577,Yabrud,SY,33.9674,36.6574,53.42,57,23,1.16,few clouds
578,Dhidhdhoo,MV,6.8833,73.1,82.2,69,77,9.48,broken clouds
579,Phek,IN,25.6667,94.5,44.42,98,5,1.54,clear sky
580,Khingansk,RU,49.1167,131.1833,9.95,86,76,0.65,broken clouds
581,Havre-Saint-Pierre,CA,50.2334,-63.5986,26.96,80,100,9.22,light snow
582,Port Hawkesbury,CA,45.6169,-61.3485,48.18,95,100,2.3,mist
583,Baruun-Urt,MN,46.6806,113.2792,19.81,51,22,7.34,few clouds
584,Anito,PH,12.4497,125.2886,79.59,89,90,9.35,overcast clouds
585,Tshikapa,CD,-6.4167,20.8,77.68,71,87,2.55,overcast clouds
586,Pulandian,CN,39.3953,121.9669,34.09,67,87,4.85,overcast clouds
587,Pudozh,RU,61.8099,36.5345,31.84,73,65,9.08,broken clouds
588,Balsas,BR,-7.5325,-46.0356,87.71,49,63,7.45,broken clouds
589,Jijiga,ET,9.35,42.8,63.27,64,0,13.0,clear sky
590,Labuan,MY,5.2767,115.2417,77.36,94,20,0.0,few clouds
591,Boyolangu,ID,-8.1181,111.8935,75.7,95,100,0.29,overcast clouds
592,Jacmel,HT,18.2342,-72.5347,89.44,72,51,6.42,broken clouds
593,Ola,RU,59.5833,151.2833,1.6,93,56,8.23,broken clouds
594,Ocampo,MX,21.65,-101.5,70.2,33,0,10.89,clear sky
595,Zyryanka,RU,65.75,150.85,-27.63,97,23,6.67,few clouds
596,Waddan,LY,29.1614,16.139,67.95,39,50,3.62,scattered clouds
597,Mabaruma,GY,8.2,-59.7833,84.15,71,86,6.08,overcast clouds
598,Rexburg,US,43.826,-111.7897,24.78,74,100,3.44,overcast clouds
599,Roswell,US,34.0232,-84.3616,50.67,55,0,16.11,clear sky
600,Bawku,GH,11.0616,-0.2417,89.56,30,88,5.3,overcast clouds
601,Mana,GF,5.6592,-53.7767,82.42,75,44,11.99,scattered clouds
602,Mataram,ID,-8.5833,116.1167,77.81,87,100,4.27,overcast clouds
603,San Ramon,US,37.7799,-121.978,56.95,52,0,1.99,clear sky
604,Takab,IR,36.4009,47.1133,40.46,56,0,2.82,clear sky
605,Herat,AF,34.5,62.0,44.47,65,12,1.28,few clouds
606,Karabash,RU,55.4808,60.2157,31.6,99,100,5.03,light snow
607,Port Moresby,PG,-9.4431,147.1797,78.22,89,40,5.75,scattered clouds
608,Khilok,RU,51.3674,110.4676,14.41,84,6,3.18,clear sky
609,Morgan City,US,29.6994,-91.2068,57.0,43,0,9.22,clear sky
610,Darhan,MN,49.4867,105.9228,21.69,54,11,4.36,few clouds
611,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.64,70,39,9.95,scattered clouds
612,Muncar,ID,-8.4333,114.3333,77.52,92,100,0.47,overcast clouds
613,San Pedro Buenavista,MX,16.0833,-93.1167,79.99,59,66,3.89,broken clouds
614,Pampa,US,35.5362,-100.9599,52.75,40,0,26.46,clear sky
615,Uusikaupunki,FI,60.8004,21.4084,44.85,84,92,4.29,overcast clouds
616,Batticaloa,LK,7.7102,81.6924,77.79,83,99,1.92,overcast clouds
617,Mamallapuram,IN,12.6264,80.1722,75.25,83,100,7.31,overcast clouds
618,Makokou,GA,0.5738,12.8642,71.62,95,82,2.48,broken clouds
619,Qorveh,IR,35.1664,47.8045,43.77,46,0,3.11,clear sky
620,Ekhabi,RU,53.5102,142.9671,11.08,90,35,4.83,scattered clouds
621,The Valley,AI,18.217,-63.0578,87.66,83,20,12.66,few clouds
622,Cherbourg,FR,49.6386,-1.6147,59.81,88,0,10.36,clear sky
623,Kholodnyy,RU,62.7167,147.95,-30.15,100,97,1.1,overcast clouds
624,Sault Sainte Marie,CA,46.5168,-84.3333,30.49,55,100,10.36,overcast clouds
625,Chadiza,ZM,-14.0678,32.4392,76.89,48,78,2.33,broken clouds
626,Praia,CV,14.9215,-23.5087,79.34,69,75,18.41,broken clouds
627,Roald,NO,62.5833,6.1333,58.12,87,75,4.61,broken clouds
628,Riberalta,BO,-10.9833,-66.1,93.4,55,75,17.27,broken clouds
629,Krasnyy Yar,RU,46.5331,48.3456,48.13,62,75,23.35,broken clouds
630,Arandas,MX,20.7,-102.35,72.95,31,0,7.99,clear sky
631,Saint-Francois,FR,46.4154,3.9054,47.64,93,0,5.75,clear sky
632,Bodo,NO,67.28,14.405,46.78,90,75,17.27,light intensity shower rain
633,Gurupi,BR,-11.7292,-49.0686,92.19,39,36,3.89,scattered clouds
634,Russell,US,32.3502,-85.1999,51.4,43,0,12.66,clear sky
635,Mudon,MM,16.2578,97.7164,76.17,78,51,2.98,broken clouds
636,Tatishchevo,RU,51.6703,45.5953,41.47,72,59,22.53,broken clouds
637,Lunsar,SL,8.6833,-12.5333,80.02,83,68,5.03,light rain
638,Kon Tum,VN,14.35,108.0,67.03,96,92,2.77,overcast clouds
639,Port Huron,US,42.9709,-82.4249,35.83,68,100,12.66,overcast clouds
640,Myitkyina,MM,25.3833,97.4,61.36,77,0,2.37,clear sky
641,Yumen,CN,40.2833,97.2,29.77,45,2,8.1,clear sky
642,Dumas,US,35.8656,-101.9732,50.61,34,0,23.02,clear sky
643,Green River,US,41.5286,-109.4662,27.99,62,0,1.01,clear sky
644,Marsa Matruh,EG,31.3525,27.2453,68.13,74,19,12.66,light rain
645,Harper,LR,4.375,-7.7169,79.66,80,92,7.27,overcast clouds
646,Palma Del Rio,ES,37.7002,-5.2812,62.92,54,36,4.9,scattered clouds
647,Beeville,US,28.4008,-97.7483,56.62,38,100,5.75,overcast clouds
648,La Ronge,CA,55.1001,-105.2842,16.05,86,100,8.05,light snow
649,Dvinskoy,RU,62.1535,45.1175,25.79,74,100,14.92,overcast clouds
650,Oranjemund,NA,-28.55,16.4333,62.04,81,7,17.52,clear sky
651,Ilebo,CD,-4.3167,20.5833,72.28,93,39,2.46,light rain
