"City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed"
"285,Finschhafen,PG,2021-04-18 00:15:41,-6.6024,147.8681,83.88,70,94,0.78"
"286,Rocha,UY,2021-04-18 00:12:30,-34.4833,-54.3333,59.14,94,13,3.78"
"287,Bilibino,RU,2021-04-18 00:15:42,68.0546,166.4372,21.52,74,23,4.79"
"288,Kodiak,US,2021-04-18 00:12:04,57.79,-152.4072,42.8,81,90,4.61"
"289,Iquique,CL,2021-04-18 00:15:42,-20.2208,-70.1431,66.2,77,0,9.22"
"290,Malanje,AO,2021-04-18 00:15:42,-9.5402,16.341,63.64,95,88,3.04"
"291,Paamiut,GL,2021-04-18 00:12:35,61.994,-49.6678,14.58,64,5,8.32"
"292,Marsh Harbour,BS,2021-04-18 00:14:34,26.5412,-77.0636,77.94,74,9,9.86"
"293,Dezful,IR,2021-04-18 00:15:43,32.3811,48.4058,76.21,16,100,3.09"
"294,Redlands,US,2021-04-18 00:15:17,34.0556,-117.1825,82.4,18,40,6.91"
"295,Lebu,CL,2021-04-18 00:12:27,-37.6167,-73.65,55.27,91,85,1.54"
"296,Bangkalan,ID,2021-04-18 00:15:43,-7.0455,112.7351,80.6,78,20,4.61"
"297,Dzilam Gonzalez,MX,2021-04-18 00:15:45,21.2833,-88.9333,86.77,56,24,6.38"
"298,Airai,TL,2021-04-18 00:13:01,-8.9266,125.4092,67.28,65,87,3.4"
"299,Chifeng,CN,2021-04-18 00:15:20,42.2683,118.9636,48.79,20,0,7.83"
"300,Hasaki,JP,2021-04-18 00:12:28,35.7333,140.8333,66.2,37,20,18.41"
"301,Margate,GB,2021-04-18 00:15:09,51.3813,1.3862,41.0,73,97,10.6"
"302,Kanniyakumari,IN,2021-04-18 00:15:45,8.0833,77.5667,82.24,79,97,9.22"
"303,Nuuk,GL,2021-04-18 00:15:01,64.1835,-51.7216,14.0,52,20,12.66"
"304,Grand-Lahou,CI,2021-04-18 00:15:46,5.1367,-5.0242,79.07,82,83,5.68"
"305,Lagos,NG,2021-04-18 00:15:46,6.5833,3.75,82.4,89,20,3.69"
"306,Opuwo,NA,2021-04-18 00:15:46,-18.0607,13.84,70.18,53,95,4.72"
"307,Aksu,CN,2021-04-18 00:12:34,41.1231,80.2644,56.32,29,44,4.43"
"308,Eureka,US,2021-04-18 00:15:29,40.8021,-124.1637,55.0,93,90,5.75"
"309,Nuevo Imperial,PE,2021-04-18 00:15:47,-13.0754,-76.3172,69.82,79,39,4.59"
"310,Rawson,AR,2021-04-18 00:15:47,-43.3002,-65.1023,61.83,62,100,19.8"
"311,San Ramon,US,2021-04-18 00:12:05,37.7799,-121.978,82.4,9,1,5.75"
"312,Peterhead,GB,2021-04-18 00:15:47,57.5058,-1.7981,39.99,93,6,6.91"
"313,Kosh-Agach,RU,2021-04-18 00:15:48,50.0,88.6667,28.2,69,6,1.25"
"314,Abu Samrah,SY,2021-04-18 00:15:48,35.3029,37.1841,66.99,42,81,1.25"
"315,Kautokeino,NO,2021-04-18 00:15:48,69.0125,23.0412,21.54,99,84,3.47"
"316,Milkovo,RU,2021-04-18 00:15:49,54.7167,158.6167,37.18,71,53,3.51"
"317,Yar-Sale,RU,2021-04-18 00:14:45,66.8333,70.8333,-9.13,98,41,9.66"
"318,Ciudad Guayana,VE,2021-04-18 00:15:49,8.3533,-62.6528,81.43,59,59,10.16"
"319,Hobyo,SO,2021-04-18 00:13:29,5.3505,48.5268,82.78,68,43,10.56"
"320,Northam,GB,2021-04-18 00:15:49,51.0333,-4.2167,39.99,75,100,1.01"
"321,Clarence Town,AU,2021-04-18 00:15:50,-32.5833,151.7833,61.0,94,75,13.8"
"322,Borjomi,GE,2021-04-18 00:15:50,41.8527,43.4128,52.32,88,88,4.43"
"323,Trincomalee,LK,2021-04-18 00:15:50,8.5711,81.2335,79.45,80,94,5.79"
"324,Sao Felix Do Xingu,BR,2021-04-18 00:15:51,-6.6447,-51.995,71.37,97,93,0.96"
"325,Kirakira,SB,2021-04-18 00:12:24,-10.4544,161.9205,84.81,72,93,10.02"
"326,Bathsheba,BB,2021-04-18 00:13:49,13.2167,-59.5167,80.6,61,40,18.41"
"327,Maiduguri,NG,2021-04-18 00:15:51,11.8464,13.1603,85.41,9,99,6.8"
"328,Swan River,CA,2021-04-18 00:15:51,52.1058,-101.2676,57.2,24,99,4.61"
"329,Sangar,RU,2021-04-18 00:15:52,63.9242,127.4739,16.09,87,96,9.08"
"330,Tilichiki,RU,2021-04-18 00:10:21,60.4667,166.1,28.33,76,67,9.82"
"331,Fort Frances,CA,2021-04-18 00:14:55,48.5999,-93.4003,53.6,28,1,10.36"
"332,North Bend,US,2021-04-18 00:15:52,43.4065,-124.2243,73.0,93,90,9.22"
"333,Auki,SB,2021-04-18 00:15:52,-8.7676,160.7034,85.01,68,85,1.7"
"334,Cayenne,GF,2021-04-18 00:12:18,4.9333,-52.3333,81.0,78,75,9.22"
"335,Porbandar,IN,2021-04-18 00:15:53,21.6422,69.6093,78.37,83,2,8.75"
"336,Apricena,IT,2021-04-18 00:15:53,41.7839,15.4437,42.8,70,0,8.05"
"337,Bonthe,SL,2021-04-18 00:15:53,7.5264,-12.505,78.82,82,100,1.32"
"338,Beringovskiy,RU,2021-04-18 00:13:37,63.05,179.3167,32.72,98,100,12.08"
"339,Codrington,AU,2021-04-18 00:10:10,-38.2667,141.9667,60.78,75,51,10.11"
"340,Comodoro Rivadavia,AR,2021-04-18 00:14:23,-45.8667,-67.5,59.0,72,0,5.86"
"341,Kibuye,RW,2021-04-18 00:15:54,-2.0597,29.3482,65.52,85,100,5.19"
"342,De Aar,ZA,2021-04-18 00:15:54,-30.6497,24.0123,60.46,24,22,4.21"
"343,Abu Dhabi,AE,2021-04-18 00:11:34,24.4667,54.3667,73.4,78,0,2.3"
"344,Porto Nacional,BR,2021-04-18 00:15:55,-10.7081,-48.4172,77.0,100,40,2.3"
"345,Santa Isabel,BR,2021-04-18 00:15:55,-23.3156,-46.2214,69.8,88,75,5.75"
"346,Meadow Lake,US,2021-04-18 00:15:44,34.8014,-106.5436,53.01,37,90,7.07"
"347,Terra Santa,BR,2021-04-18 00:15:55,-2.1042,-56.4869,78.19,80,79,0.16"
"348,Champerico,GT,2021-04-18 00:15:38,14.3,-91.9167,86.0,66,75,9.22"
"349,Mawlaik,MM,2021-04-18 00:15:56,23.6333,94.4167,69.04,80,4,1.03"
"350,Naze,JP,2021-04-18 00:12:53,28.3667,129.4833,62.6,55,75,10.36"
"351,Polovinnoye,RU,2021-04-18 00:14:55,54.7914,65.9864,39.15,80,17,7.76"
"352,Venado Tuerto,AR,2021-04-18 00:15:56,-33.7456,-61.9688,70.0,46,20,7.2"
"353,Necochea,AR,2021-04-18 00:11:11,-38.5473,-58.7368,66.0,92,55,8.61"
"354,Ambovombe,MG,2021-04-18 00:15:57,-25.1667,46.0833,64.92,57,75,10.27"
"355,Broome,US,2021-04-18 00:15:57,42.2506,-75.833,44.01,75,90,8.05"
"356,Totana,ES,2021-04-18 00:15:57,37.7688,-1.5023,55.99,79,35,5.99"
"357,Gamba,GA,2021-04-18 00:15:58,-2.65,10.0,78.85,89,96,5.12"
"358,Jalu,LY,2021-04-18 00:13:24,29.0331,21.5482,82.69,13,76,10.27"
"359,Namatanai,PG,2021-04-18 00:13:35,-3.6667,152.4333,83.97,72,93,14.54"
"360,San Cristobal,VE,2021-04-18 00:12:20,7.7669,-72.225,84.2,51,40,9.22"
"361,Moerai,PF,2021-04-18 00:15:04,-22.4333,-151.3333,78.89,73,14,4.27"
"362,Pyaozerskiy,RU,2021-04-18 00:15:58,65.8333,31.1667,28.06,97,10,1.57"
"363,Boa Vista,BR,2021-04-18 00:15:59,2.8197,-60.6733,84.2,61,20,5.75"
"364,Luangwa,ZM,2021-04-18 00:15:59,-15.6167,30.4167,68.31,70,82,7.16"
"365,Strezhevoy,RU,2021-04-18 00:15:03,60.7333,77.5889,8.6,78,0,8.95"
"366,Otukpo,NG,2021-04-18 00:15:59,7.1913,8.1329,78.73,80,99,0.92"
"367,Oranjemund,NA,2021-04-18 00:13:27,-28.55,16.4333,74.5,40,26,7.83"
"368,Punta Alta,AR,2021-04-18 00:16:00,-38.8759,-62.0736,68.56,80,81,8.34"
"369,Aykhal,RU,2021-04-18 00:14:59,66.0,111.5,1.02,95,100,18.5"
"370,Korla,CN,2021-04-18 00:14:45,41.7597,86.1469,60.26,26,96,11.03"
"371,Kirkuk,IQ,2021-04-18 00:14:36,35.4681,44.3922,67.51,34,6,7.0"
"372,Portland,US,2021-04-18 00:14:50,45.5234,-122.6762,84.2,13,1,6.91"
"373,Isangel,VU,2021-04-18 00:10:58,-19.55,169.2667,82.4,78,75,8.05"
"374,Springdale,US,2021-04-18 00:16:01,36.1867,-94.1288,50.0,76,75,6.91"
"375,Ferme-Neuve,CA,2021-04-18 00:16:01,46.7001,-75.4493,50.0,66,100,2.3"
"376,Biak,ID,2021-04-18 00:16:01,-0.9131,122.8766,80.19,69,78,3.78"
"377,Morgan City,US,2021-04-18 00:16:01,29.6994,-91.2068,61.0,94,90,10.36"
"378,Zyryanka,RU,2021-04-18 00:16:02,65.75,150.85,33.39,77,100,15.05"
"379,Vostok,RU,2021-04-18 00:16:02,46.4856,135.8833,44.02,44,30,4.92"
"380,Fort Nelson,CA,2021-04-18 00:13:39,58.8053,-122.7002,41.0,87,90,6.91"
"381,Dharmavaram,IN,2021-04-18 00:16:03,14.4333,77.7167,82.76,57,12,5.75"
"382,Svetlogorsk,BY,2021-04-18 00:15:02,52.6333,29.7333,45.9,94,100,10.56"
"383,Port Shepstone,ZA,2021-04-18 00:16:04,-30.7414,30.455,62.01,80,18,13.89"
"384,Togur,RU,2021-04-18 00:16:04,58.3631,82.8265,31.24,92,100,13.56"
"385,Athmallik,IN,2021-04-18 00:16:04,20.7219,84.5348,77.5,74,15,4.16"
"386,Pevek,RU,2021-04-18 00:12:58,69.7008,170.3133,24.37,88,71,15.43"
"387,Puerto Madryn,AR,2021-04-18 00:16:06,-42.7692,-65.0385,60.53,72,83,15.66"
"388,Russell,US,2021-04-18 00:13:03,32.3502,-85.1999,69.8,72,40,5.19"
"389,Galle,LK,2021-04-18 00:13:42,6.0367,80.217,76.77,89,100,2.17"
"390,Farkhor,TJ,2021-04-18 00:16:06,37.4922,69.4036,59.0,67,75,2.24"
"391,Alibag,IN,2021-04-18 00:16:07,18.6411,72.8792,82.4,89,0,4.61"
"392,Dubrovytsya,UA,2021-04-18 00:16:07,51.5744,26.565,38.68,96,22,5.79"
"393,Teya,RU,2021-04-18 00:16:07,60.3778,92.6267,21.07,84,100,10.27"
"394,Tibiri,NE,2021-04-18 00:14:05,13.5627,7.0485,80.65,8,56,1.5"
"395,Eyl,SO,2021-04-18 00:13:27,7.9803,49.8164,81.55,67,37,10.89"
"396,Boguchany,RU,2021-04-18 00:16:08,58.3814,97.4531,19.09,80,34,4.9"
"397,Hailar,CN,2021-04-18 00:16:08,49.2,119.7,34.86,65,2,10.04"
"398,Inegol,TR,2021-04-18 00:16:08,40.0781,29.5133,50.0,93,100,3.44"
"399,Turochak,RU,2021-04-18 00:16:08,52.2576,87.1224,32.61,95,95,1.86"
"400,Baganga,PH,2021-04-18 00:16:09,7.5739,126.56,83.84,68,100,0.38"
"401,Buraydah,SA,2021-04-18 00:15:35,26.326,43.975,68.0,52,0,6.91"
"402,Kenai,US,2021-04-18 00:13:10,60.5544,-151.2583,53.6,40,1,11.5"
"403,Pangoa,PE,2021-04-18 00:15:15,-12.1167,-73.0,70.09,98,90,0.96"
"404,Bengkulu,ID,2021-04-18 00:12:56,-3.8004,102.2655,75.65,85,100,1.32"
"405,Mountain Home,US,2021-04-18 00:14:59,43.133,-115.6912,64.4,12,1,7.38"
"406,Vasai,IN,2021-04-18 00:16:10,19.47,72.8,82.4,89,0,4.61"
"407,Kalmunai,LK,2021-04-18 00:15:52,7.4167,81.8167,77.61,85,79,5.95"
"408,Maldonado,UY,2021-04-18 00:14:59,-34.6667,-54.9167,64.4,94,20,5.75"
"409,Paysandu,UY,2021-04-18 00:16:10,-32.3214,-58.0756,66.0,89,86,1.99"
"410,Souillac,MU,2021-04-18 00:13:03,-20.5167,57.5167,75.2,94,75,5.75"
"411,Taoudenni,ML,2021-04-18 00:16:11,22.6783,-3.9836,83.1,15,0,9.93"
"412,Solnechnyy,RU,2021-04-18 00:14:40,50.7214,136.6319,43.83,71,22,2.68"
"413,Ostrovnoy,RU,2021-04-18 00:12:48,68.0531,39.5131,29.08,83,96,6.35"
"414,Cap Malheureux,MU,2021-04-18 00:15:26,-19.9842,57.6142,77.0,89,39,3.0"
"415,Sorland,NO,2021-04-18 00:16:04,67.667,12.6934,41.63,73,61,11.61"
"416,Tauranga,NZ,2021-04-18 00:16:11,-37.6861,176.1667,64.0,64,49,4.0"
"417,Cabo San Lucas,MX,2021-04-18 00:14:40,22.8909,-109.9124,82.0,34,1,4.61"
"418,Jinchang,CN,2021-04-18 00:12:44,38.4953,102.1739,51.69,20,26,2.37"
"419,Acapulco,MX,2021-04-18 00:14:15,16.8634,-99.8901,82.4,69,40,12.57"
"420,Bowling Green,US,2021-04-18 00:15:39,36.9903,-86.4436,57.2,58,90,3.44"
"421,Dunedin,NZ,2021-04-18 00:14:31,-45.8742,170.5036,56.26,56,99,4.72"
"422,Vina Del Mar,CL,2021-04-18 00:16:12,-33.0246,-71.5518,57.2,88,90,5.75"
"423,Satipo,PE,2021-04-18 00:16:12,-11.2522,-74.6386,71.62,94,80,1.81"
"424,Kudahuvadhoo,MV,2021-04-18 00:13:20,2.6708,72.8944,82.38,68,25,9.04"
"425,San Quintin,MX,2021-04-18 00:14:18,30.4833,-115.95,61.74,68,0,14.47"
"426,Kindersley,CA,2021-04-18 00:16:13,51.4668,-109.1682,62.6,19,20,23.02"
"427,Tura,IN,2021-04-18 00:16:13,25.5198,90.2201,66.36,88,6,3.76"
"428,Majene,ID,2021-04-18 00:16:05,-3.5403,118.9707,80.98,77,55,3.62"
"429,Orange,US,2021-04-18 00:14:47,33.7,-117.7675,72.0,59,20,8.05"
"430,Vila Velha,BR,2021-04-18 00:15:14,-20.3297,-40.2925,77.0,94,75,4.61"
"431,Sompeta,IN,2021-04-18 00:16:14,18.9333,84.6,78.12,87,0,10.33"
"432,Port-Cartier,CA,2021-04-18 00:12:39,50.0334,-66.8654,33.8,75,20,9.22"
"433,Ambilobe,MG,2021-04-18 00:14:55,-13.2,49.05,72.63,96,56,3.69"
"434,Dehloran,IR,2021-04-18 00:16:15,32.6941,47.2679,79.02,20,90,5.64"
"435,Wanning,CN,2021-04-18 00:16:15,18.8003,110.3967,78.21,83,58,5.44"
"436,Te Anau,NZ,2021-04-18 00:13:43,-45.4167,167.7167,53.35,90,99,5.64"
"437,Sisimiut,GL,2021-04-18 00:14:06,66.9395,-53.6735,17.46,73,99,9.37"
"438,Flinders,AU,2021-04-18 00:16:15,-34.5833,150.8552,66.99,70,10,3.0"
"439,Port Hedland,AU,2021-04-18 00:14:32,-20.3167,118.5667,82.4,26,40,17.27"
"440,Progreso,MX,2021-04-18 00:16:16,21.2833,-89.6667,91.4,52,40,9.22"
"441,Guerrero Negro,MX,2021-04-18 00:15:46,27.9769,-114.0611,63.75,64,1,20.45"
"442,Kailua,US,2021-04-18 00:16:16,21.4022,-157.7394,82.4,61,40,11.5"
"443,Cairns,AU,2021-04-18 00:14:28,-16.9167,145.7667,84.0,69,90,12.66"
"444,Praia,CV,2021-04-18 00:14:48,14.9215,-23.5087,69.8,78,20,20.71"
"445,Burns Lake,CA,2021-04-18 00:16:17,54.2331,-125.7533,73.4,18,13,4.61"
"446,Derzhavinsk,KZ,2021-04-18 00:16:17,51.1,66.3167,46.89,78,37,5.41"
"447,Suntar,RU,2021-04-18 00:14:14,62.1444,117.6319,14.79,78,100,12.55"
"448,Mpika,ZM,2021-04-18 00:16:17,-11.8343,31.4529,56.46,95,52,11.95"
"449,Benghazi,LY,2021-04-18 00:16:18,32.1167,20.0667,67.17,72,100,13.49"
"450,Guisijan,PH,2021-04-18 00:16:18,11.0932,122.0461,80.67,74,100,10.27"
"451,Morag,PL,2021-04-18 00:16:18,53.9171,19.926,43.0,91,74,6.26"
"452,Behshahr,IR,2021-04-18 00:16:18,36.6923,53.5526,61.57,53,61,3.44"
"453,Magadan,RU,2021-04-18 00:13:04,59.5667,150.8,28.8,88,100,6.4"
"454,Hamilton,US,2021-04-18 00:10:30,39.1834,-84.5333,53.01,71,40,4.61"
"455,Saint-Augustin,CA,2021-04-18 00:16:19,51.226,-58.6502,33.04,76,6,14.29"
"456,Narasannapeta,IN,2021-04-18 00:16:19,18.4167,84.05,78.19,87,2,5.48"
"457,Colombo,LK,2021-04-18 00:16:20,6.9319,79.8478,78.8,89,20,6.91"
"458,Greenwood,US,2021-04-18 00:15:38,34.1668,-82.1165,64.4,45,40,3.44"
"459,Karakol,KG,2021-04-18 00:16:20,42.4907,78.3936,42.69,52,89,4.09"
"460,Kokkola,FI,2021-04-18 00:16:20,63.8385,23.1307,37.0,93,0,1.14"
"461,Kambove,CD,2021-04-18 00:16:21,-10.8764,26.5969,60.44,79,90,6.26"
"462,Meulaboh,ID,2021-04-18 00:13:04,4.1363,96.1285,76.64,86,97,3.71"
"463,Tucurui,BR,2021-04-18 00:16:21,-3.7661,-49.6725,74.3,94,83,1.45"
"464,Iracoubo,GF,2021-04-18 00:12:20,5.4802,-53.2011,78.58,78,95,15.19"
"465,Port Blair,IN,2021-04-18 00:15:06,11.6667,92.75,80.64,75,45,4.47"
"466,Jiuquan,CN,2021-04-18 00:16:22,39.7432,98.5174,52.36,16,99,0.56"
"467,Kongolo,CD,2021-04-18 00:16:22,-5.3833,27.0,69.19,94,83,3.36"
"468,Xinyu,CN,2021-04-18 00:16:22,27.8043,114.9334,60.35,72,100,5.97"
"469,Panaba,MX,2021-04-18 00:16:23,21.2833,-88.2667,89.49,47,10,18.54"
"470,Havoysund,NO,2021-04-18 00:16:23,70.9963,24.6622,35.6,87,30,2.3"
"471,Scarborough,GB,2021-04-18 00:13:53,54.2797,-0.4044,39.0,78,100,4.05"
"472,Crixas,BR,2021-04-18 00:16:23,-14.5489,-49.9692,77.2,66,77,2.39"
"473,Port Said,EG,2021-04-18 00:16:24,31.2565,32.2841,66.2,88,0,11.5"
"474,Novopskov,UA,2021-04-18 00:16:24,49.5464,39.0899,49.19,53,99,5.06"
"475,Turukhansk,RU,2021-04-18 00:16:24,65.8167,87.9833,2.21,91,100,8.48"
"476,Novyy Starodub,UA,2021-04-18 00:16:24,48.5158,33.1733,42.01,81,0,1.81"
"477,Talcahuano,CL,2021-04-18 00:16:25,-36.7167,-73.1167,57.2,82,90,5.75"
"478,Port Augusta,AU,2021-04-18 00:16:25,-32.5,137.7667,63.0,67,90,6.91"
"479,Bambanglipuro,ID,2021-04-18 00:14:55,-7.95,110.2833,77.14,85,83,3.42"
"480,Harrisburg,US,2021-04-18 00:13:13,40.2737,-76.8844,51.8,54,1,10.36"
"481,San Pedro,PH,2021-04-18 00:16:26,14.35,121.0167,87.01,62,40,5.75"
"482,Dongli,CN,2021-04-18 00:16:26,23.5656,116.8194,73.4,40,0,6.71"
"483,Leshukonskoye,RU,2021-04-18 00:15:58,64.8989,45.7622,24.82,78,25,6.26"
"484,Cabedelo,BR,2021-04-18 00:15:03,-6.9811,-34.8339,73.4,100,0,5.75"
"485,Sanmenxia,CN,2021-04-18 00:16:26,34.7747,111.1814,58.15,34,100,8.3"
"486,Tanout,NE,2021-04-18 00:16:27,14.9709,8.8879,83.35,7,99,7.56"
"487,Vanimo,PG,2021-04-18 00:15:51,-2.6741,141.3028,82.74,70,99,4.81"
"488,Fuerte Olimpo,PY,2021-04-18 00:16:27,-21.0415,-57.8738,78.98,54,34,2.66"
"489,Olkusz,PL,2021-04-18 00:16:27,50.2813,19.565,39.99,99,100,1.95"
"490,Ekibastuz,KZ,2021-04-18 00:16:28,51.6667,75.3667,42.37,47,35,8.43"
"491,Rio Grande,BR,2021-04-18 00:11:47,-32.035,-52.0986,68.0,95,11,11.07"
"492,Golden,US,2021-04-18 00:16:18,39.7555,-105.2211,45.0,36,40,6.91"
"493,Ciudad Bolivar,VE,2021-04-18 00:16:28,8.1222,-63.5497,86.88,47,80,16.93"
"494,Storforshei,NO,2021-04-18 00:16:28,66.4043,14.5233,29.26,81,28,4.25"
"495,Itarema,BR,2021-04-18 00:16:29,-2.9248,-39.9167,78.55,83,10,11.12"
"496,Camana,PE,2021-04-18 00:16:29,-16.6228,-72.7111,68.74,80,31,6.71"
"497,Wundanyi,KE,2021-04-18 00:16:29,-3.4019,38.364,60.42,90,71,4.94"
"498,Barentu,ER,2021-04-18 00:16:30,15.1139,37.5928,76.23,39,45,10.92"
"499,Regeneracao,BR,2021-04-18 00:16:30,-6.2378,-42.6883,74.05,88,96,2.53"
"500,Saint-Pierre,RE,2021-04-18 00:16:30,-21.3393,55.4781,71.6,94,90,8.05"
"501,Kosonsoy,UZ,2021-04-18 00:16:31,41.2561,71.5508,55.4,58,100,2.3"
"502,Moose Factory,CA,2021-04-18 00:14:58,51.2585,-80.6094,30.2,86,20,5.75"
"503,Tobol,KZ,2021-04-18 00:16:31,52.6844,62.5794,47.59,76,7,2.59"
"504,Pangnirtung,CA,2021-04-18 00:15:07,66.1451,-65.7125,0.1,93,73,6.78"
"505,Lexington Park,US,2021-04-18 00:16:32,38.2668,-76.4538,57.2,67,75,4.61"
"506,Turbat,PK,2021-04-18 00:16:32,26.0023,63.044,79.02,50,61,3.6"
"507,Ngaoundere,CM,2021-04-18 00:16:32,7.3167,13.5833,68.79,80,96,3.71"
"508,Yulara,AU,2021-04-18 00:14:51,-25.2406,130.9889,60.8,44,0,13.8"
"509,Tezu,IN,2021-04-18 00:16:33,27.9167,96.1667,70.02,65,82,2.06"
"510,Karaton,ID,2021-04-18 00:11:08,-6.3424,106.1045,81.0,83,40,4.61"
"511,San Giovanni Rotondo,IT,2021-04-18 00:16:33,41.7049,15.7191,42.8,70,0,8.05"
"512,Marrakesh,MA,2021-04-18 00:15:19,31.6315,-8.0083,62.6,67,0,4.61"
"513,Half Moon Bay,US,2021-04-18 00:12:48,37.4636,-122.4286,73.4,87,90,13.8"
"514,Flagstaff,US,2021-04-18 00:15:47,35.1981,-111.6513,48.0,52,90,8.05"
"515,Erdaojiang,CN,2021-04-18 00:16:34,41.7764,126.0319,43.03,62,8,2.37"
"516,Kyshtovka,RU,2021-04-18 00:13:44,56.555,76.6271,33.08,90,100,6.17"
"517,Mayumba,GA,2021-04-18 00:15:30,-3.432,10.6554,79.54,88,63,5.66"
"518,Middletown,US,2021-04-18 00:16:34,39.5151,-84.3983,54.0,71,1,9.22"
"519,Coquimbo,CL,2021-04-18 00:14:04,-29.9533,-71.3436,59.0,82,75,3.44"
"520,Tavistock,GB,2021-04-18 00:16:36,50.5494,-4.1442,42.01,91,99,1.79"
"521,Sao Jose Da Coroa Grande,BR,2021-04-18 00:16:37,-8.8978,-35.1478,76.69,86,87,5.75"
"522,Sabha,LY,2021-04-18 00:16:37,27.0377,14.4283,80.94,21,100,12.95"
"523,Butler,US,2021-04-18 00:16:37,39.4501,-84.5666,53.6,66,1,5.06"
"524,Nicolas Bravo,MX,2021-04-18 00:16:38,18.45,-88.9167,84.2,79,40,11.5"
"525,Larsnes,NO,2021-04-18 00:16:38,62.2028,5.5773,45.0,57,0,3.0"
"526,Palmer,US,2021-04-18 00:14:48,42.1584,-72.3287,43.0,77,100,2.37"
"527,Kearney,US,2021-04-18 00:12:59,40.6995,-99.0815,46.4,71,90,11.5"
"528,Akita,JP,2021-04-18 00:14:09,39.7167,140.1167,48.2,87,75,6.91"
"529,Jacqueville,CI,2021-04-18 00:16:39,5.2052,-4.4146,78.8,89,20,1.14"
"530,Stellenbosch,ZA,2021-04-18 00:16:39,-33.9346,18.8668,69.01,77,0,4.61"
"531,Livramento,BR,2021-04-18 00:16:39,-3.0254,-60.1803,78.8,94,75,3.44"
"532,Bodden Town,KY,2021-04-18 00:16:40,19.2833,-81.25,82.4,74,20,10.36"
"533,Aguas Formosas,BR,2021-04-18 00:16:40,-17.0822,-40.9358,72.25,70,50,0.67"
"534,Mezen,RU,2021-04-18 00:16:40,65.8522,44.24,24.39,86,20,4.36"
"535,Bilgoraj,PL,2021-04-18 00:16:41,50.5411,22.722,41.0,97,76,1.57"
"536,Qasigiannguit,GL,2021-04-18 00:16:41,68.8193,-51.1922,8.6,66,90,16.11"
"537,Afua,BR,2021-04-18 00:16:42,-0.1567,-50.3867,75.38,94,92,4.79"
"538,Ambon,ID,2021-04-18 00:14:07,-3.6954,128.1814,84.2,74,40,3.44"
"539,San Patricio,US,2021-04-18 00:13:53,28.017,-97.5169,63.0,67,90,16.11"
"540,Arak,IR,2021-04-18 00:16:42,34.0917,49.6892,55.42,37,97,1.28"
"541,Shakawe,BW,2021-04-18 00:16:43,-18.3667,21.85,60.84,58,4,6.11"
"542,Kurilsk,RU,2021-04-18 00:16:43,45.2333,147.8833,38.17,94,100,20.31"
"543,Anchorage,US,2021-04-18 00:15:07,61.2181,-149.9003,53.6,28,1,6.91"
"544,Bismil,TR,2021-04-18 00:16:16,37.8486,40.6658,55.4,76,0,1.74"
"545,Vao,NC,2021-04-18 00:11:51,-22.6667,167.4833,74.98,76,35,17.96"
"546,Shimanovsk,RU,2021-04-18 00:16:43,52.0,127.7,47.26,43,0,11.05"
"547,Ulaangom,MN,2021-04-18 00:12:02,49.9811,92.0667,41.72,55,7,3.09"
"548,Sabang,ID,2021-04-18 00:16:44,5.8933,95.3214,82.92,74,99,10.51"
"549,Mumford,GH,2021-04-18 00:16:44,5.2618,-0.759,80.19,82,100,9.91"
"550,Dongsheng,CN,2021-04-18 00:12:47,39.8161,109.9776,43.48,23,0,10.02"
"551,Calvinia,ZA,2021-04-18 00:16:45,-31.4707,19.776,70.0,20,0,4.85"
"552,Waw,SS,2021-04-18 00:16:45,7.7029,27.9953,85.69,37,89,4.29"
"553,Barmer,IN,2021-04-18 00:16:46,25.75,71.3833,77.4,35,1,7.78"
"554,Belmonte,BR,2021-04-18 00:16:46,-15.8631,-38.8828,77.0,69,0,6.91"
"555,Mitsamiouli,KM,2021-04-18 00:16:47,-11.3847,43.2844,81.01,76,97,13.18"
"556,Douglas,US,2021-04-18 00:15:53,41.3,-96.167,55.4,47,90,11.5"
"557,Grand Gaube,MU,2021-04-18 00:14:29,-20.0064,57.6608,77.0,89,35,3.0"
"558,Kjollefjord,NO,2021-04-18 00:16:47,70.9457,27.3465,35.2,81,13,10.2"
"559,Bilma,NE,2021-04-18 00:13:27,18.6853,12.9164,85.44,8,92,7.7"
"560,Skjervoy,NO,2021-04-18 00:15:54,70.0311,20.9714,37.65,68,3,10.33"
"561,Iacu,BR,2021-04-18 00:16:48,-12.7672,-40.2117,73.06,80,71,5.88"
"562,Xapuri,BR,2021-04-18 00:16:48,-10.6517,-68.5044,74.66,96,99,2.46"
"563,Matara,LK,2021-04-18 00:14:44,5.9485,80.5353,76.05,91,97,6.53"
"564,Kota Belud,MY,2021-04-18 00:16:48,6.351,116.4305,80.6,74,20,6.91"
"565,Chapais,CA,2021-04-18 00:15:10,49.7834,-74.8492,46.4,46,75,3.44"
